,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f
89,[0.38969545 0.35936192 0.33410239 0.31308799 0.29562489 0.2811285 ],[0.32888435 0.29780572 0.27072428 0.24710544 0.22649419 0.20849925],[0.0588606  0.05965581 0.06146275 0.06399894 0.06703602 0.07039025],[0.0019505  0.00190039 0.00191536 0.00198361 0.00209468 0.002239  ]
90,[0.34148089 0.31571055 0.29426286 0.27640267 0.26152436 0.24912538],[0.27982163 0.25379156 0.23116989 0.21147289 0.19429557 0.17929528],[0.05986175 0.06019012 0.06137797 0.06318412 0.06541692 0.06792442],[0.00179752 0.00172887 0.001715   0.00174565 0.00181187 0.00190568]
91,[0.40809449 0.37590515 0.3491621  0.32697925 0.30861062 0.29342475],[0.34505589 0.31178293 0.28282483 0.25761239 0.23565759 0.21653783],[0.06145772 0.06253536 0.06468088 0.06758927 0.07101334 0.07475416],[0.00158088 0.00158686 0.00165639 0.00177759 0.0019397  0.00213275]
92,[0.42342963 0.39081471 0.36370858 0.3411803  0.32246085 0.30690978],[0.35871296 0.3252388  0.29612192 0.2707541  0.24862471 0.22929995],[0.06314484 0.06393526 0.06580826 0.06845559 0.07163167 0.07514146],[0.00157183 0.00164066 0.0017784  0.00197061 0.00220447 0.00246838]
93,[0.35306511 0.32637489 0.30419761 0.28575128 0.27039616 0.25760423],[0.2866597  0.25985704 0.2366166  0.21642159 0.19884232 0.18351721],[0.06453342 0.06460536 0.06558002 0.06720313 0.06927382 0.0716336 ],[0.00187199 0.00191249 0.00200099 0.00212656 0.00228003 0.00245342]
94,[0.37090657 0.34279442 0.31943969 0.30004683 0.28395308 0.27060274],[0.30303466 0.27427062 0.24927759 0.2275401  0.20862069 0.19214421],[0.06629554 0.06692936 0.06848488 0.07069571 0.07334864 0.076274  ],[0.00157638 0.00159444 0.00167722 0.00181102 0.00198375 0.00218454]
95,[0.40746516 0.37614306 0.35006869 0.32838089 0.31035852 0.29539399],[0.33846181 0.30632051 0.27833319 0.25394502 0.23268281 0.21413882],[0.06743152 0.06823768 0.07006903 0.07263288 0.0756936  0.07906251],[0.00157183 0.00158486 0.00166647 0.00180298 0.00198211 0.00219266]
96,[0.37911256 0.35054963 0.32684233 0.30715749 0.29080866 0.27722613],[0.30856954 0.27953038 0.2543403  0.23245438 0.21341514 0.19683434],[0.06870798 0.06910039 0.07043457 0.07243867 0.0748974  0.07764086],[0.00183504 0.00191885 0.00206746 0.00226444 0.00249611 0.00275092]
97,[0.40169056 0.37104403 0.34556931 0.32439579 0.30680115 0.29218213],[0.3295638  0.29825019 0.27105066 0.247396   0.22680486 0.20886604],[0.06995858 0.07063534 0.07231013 0.07469504 0.07756034 0.08072365],[0.00216818 0.0021585  0.00220852 0.00230476 0.00243596 0.00259243]
98,[0.36817395 0.34092459 0.31826483 0.29943375 0.28379398 0.27080921],[0.29557982 0.26763059 0.24334096 0.22221778 0.20383938 0.1878422 ],[0.07078706 0.07149187 0.07305241 0.07521675 0.07778307 0.08059096],[0.00180708 0.00180214 0.00187146 0.00199922 0.00217154 0.00237605]
99,[0.40734686 0.37644267 0.35077488 0.32945545 0.3117491  0.29704272],[0.33408678 0.30259421 0.27525326 0.25148447 0.23079936 0.21278162],[0.07146282 0.07206814 0.07367105 0.07598147 0.0787687  0.08185025],[0.00179725 0.00178032 0.00185057 0.00198952 0.00218104 0.00241084]
100,[0.39757796 0.36885706 0.3449575  0.3250662  0.30850868 0.29472219],[0.32336033 0.29369882 0.26790236 0.24543654 0.22584924 0.20875443],[0.07223687 0.07307327 0.07479094 0.07712988 0.07988372 0.08288954],[0.00198076 0.00208496 0.0022642  0.00249978 0.00277572 0.00307822]
101,[0.43601009 0.40343134 0.37631646 0.35375055 0.33497283 0.31934655],[0.36081208 0.32739085 0.29831708 0.27299483 0.25091934 0.23165856],[0.07325938 0.07396761 0.07570506 0.07817411 0.08113739 0.08440659],[0.00193862 0.00207287 0.00229432 0.00258161 0.0029161  0.0032814 ]
102,[0.38615411 0.3581906  0.33483651 0.31533464 0.29905168 0.28545521],[0.30912978 0.28060741 0.25576613 0.23411056 0.21521824 0.19872575],[0.07429176 0.07481947 0.076211   0.07821948 0.08064691 0.08333551],[0.00273258 0.00276372 0.00285938 0.0030046  0.00318652 0.00339395]
103,[0.40745929 0.37769119 0.35280324 0.33200932 0.31464708 0.3001559 ],[0.32944206 0.29884682 0.27216895 0.24889351 0.22857826 0.21084035],[0.07518928 0.07595994 0.07763776 0.07996274 0.08272503 0.0857565 ],[0.00282794 0.00288442 0.00299652 0.00315307 0.00334378 0.00355905]
104,[0.37034508 0.34342305 0.32089907 0.30206094 0.28631038 0.27314243],[0.29225006 0.26515136 0.24154003 0.22095173 0.2029892  0.18730973],[0.07542665 0.07565066 0.07671791 0.07839295 0.08048596 0.08284495],[0.00266838 0.00262103 0.00264113 0.00271626 0.00283523 0.00298775]
105,[0.40141969 0.37223359 0.3477566  0.32724467 0.31006794 0.29569136],[0.32445266 0.29445884 0.26824325 0.24531924 0.22526662 0.2077201 ],[0.07495086 0.0757696  0.0774697  0.07980359 0.08257037 0.08560817],[0.00201617 0.00200515 0.00204364 0.00212183 0.00223095 0.00236309]
106,[0.39508477 0.36640578 0.34232204 0.32210219 0.30513107 0.2908886 ],[0.31774184 0.28866385 0.26324593 0.2410091  0.22154289 0.20449264],[0.07442324 0.07487768 0.07621242 0.07818628 0.08060409 0.0833087 ],[0.00291969 0.00286425 0.00286369 0.00290681 0.00298409 0.00308726]
107,[0.41467968 0.38418938 0.35856329 0.33705418 0.31902349 0.3039243 ],[0.33890434 0.30748184 0.279958   0.25584832 0.23473018 0.2162329 ],[0.07305155 0.07403947 0.07593806 0.07849466 0.08150239 0.08479326],[0.00272379 0.00266808 0.00266723 0.0027112  0.00279092 0.00289814]
108,[0.43446547 0.4031244  0.37678613 0.35467207 0.33612187 0.32057301],[0.36008331 0.32772693 0.29936765 0.27449924 0.25268451 0.23354307],[0.07156077 0.07255269 0.07447679 0.07707491 0.0801367  0.08349193],[0.00282139 0.00284478 0.00294168 0.00309792 0.00330065 0.00353801]
109,[0.43055655 0.39945298 0.37332307 0.35138727 0.3329853  0.31755573],[0.35763995 0.32558775 0.29750674 0.27289068 0.2513028  0.23236346],[0.07055098 0.07142818 0.07322471 0.0756853  0.0786025  0.08180887],[0.00236561 0.00243706 0.00259163 0.00281129 0.00308    0.0033834 ]
110,[0.41022025 0.38031925 0.355099   0.33387063 0.31603739 0.30108174],[0.33784997 0.30691334 0.27971603 0.25581721 0.23482739 0.21640089],[0.06957918 0.07075107 0.07279163 0.07546307 0.07856823 0.0819452 ],[0.0027911  0.00265483 0.00259134 0.00259036 0.00264177 0.00273564]
111,[0.41644969 0.3869222  0.36203987 0.34108901 0.32346174 0.30863897],[0.34559913 0.31493647 0.28801353 0.26436373 0.24358191 0.22531425],[0.06833259 0.06937405 0.07125904 0.07375429 0.0766695  0.07985045],[0.00251798 0.00261168 0.00276731 0.00297098 0.00321033 0.00347427]
112,[0.38761593 0.35934268 0.3354512  0.3153092  0.29836624 0.28414232],[0.31729964 0.28845522 0.2630653  0.24073171 0.22110135 0.20385946],[0.0672546  0.06798563 0.06955421 0.07173834 0.07435279 0.07724437],[0.00306169 0.00290182 0.00283169 0.00283915 0.0029121  0.0030385 ]
113,[0.40105062 0.37254242 0.34845343 0.32812348 0.31098534 0.29655071],[0.33246402 0.30304029 0.27714903 0.25436381 0.23431131 0.21666298],[0.06623641 0.06711616 0.06881656 0.07111702 0.07383593 0.07682487],[0.00235019 0.00238597 0.00248784 0.00264264 0.0028381  0.00306286]
114,[0.34571678 0.32224924 0.3023578  0.28550055 0.27121678 0.25911351],[0.27662142 0.252786   0.23180729 0.21333021 0.19704725 0.18269047],[0.06592547 0.06628775 0.06732288 0.06885459 0.07073864 0.07285757],[0.0031699  0.00317548 0.00322764 0.00331575 0.0034309  0.00356548]
115,[0.42764201 0.39769801 0.37232607 0.35085497 0.33270772 0.31738688],[0.35974471 0.32846792 0.3008715  0.27651821 0.25502529 0.23605572],[0.06549783 0.06676142 0.06886493 0.07158448 0.07473511 0.07816495],[0.00239948 0.00246867 0.00258964 0.00275229 0.00294733 0.0031662 ]
116,[0.38889762 0.36198812 0.3391767  0.31986014 0.30352004 0.28970959],[0.32109971 0.29326168 0.26870881 0.24704946 0.2279409  0.21108147],[0.06545107 0.06636696 0.06803551 0.07025664 0.07286514 0.07572545],[0.00234684 0.00235948 0.00243238 0.00255404 0.002714   0.00290266]
117,[0.36240049 0.33702859 0.3155004  0.29726488 0.28184365 0.26882061],[0.29432797 0.26834052 0.24541839 0.22520713 0.20739344 0.19169902],[0.06558052 0.06624952 0.06763876 0.06955992 0.07185605 0.0743974 ],[0.00249201 0.00243854 0.00244325 0.00249783 0.00259415 0.00272419]
118,[0.36757304 0.34172618 0.31973342 0.30104202 0.28517377 0.27171417],[0.29898011 0.27268509 0.24946181 0.22895328 0.21084479 0.19485755],[0.06575777 0.0662731  0.06752552 0.06932735 0.07152241 0.07398157],[0.00283517 0.00276798 0.0027461  0.00276138 0.00280657 0.00287505]
119,[0.35764698 0.33242567 0.31101216 0.29285708 0.27748511 0.26448379],[0.28846504 0.26304216 0.24062082 0.22085035 0.20342217 0.18806311],[0.06644449 0.06675882 0.06780444 0.06939354 0.07136997 0.0736049 ],[0.00273745 0.00262469 0.0025869  0.0026132  0.00269298 0.00281579]
120,[0.36383851 0.33833777 0.31668599 0.29832828 0.28278459 0.26963848],[0.29435333 0.26861628 0.24591287 0.22588838 0.2082309  0.19266454],[0.06681634 0.06723193 0.06837405 0.07005461 0.07211728 0.07443316],[0.00266885 0.00248956 0.00239907 0.0023853  0.00243641 0.00254078]
121,[0.42360454 0.39378779 0.36844141 0.34693259 0.32871068 0.31329577],[0.35360613 0.3226283  0.29524469 0.27104704 0.24967339 0.23080133],[0.06783145 0.06902137 0.07102307 0.07362221 0.07663989 0.07992806],[0.00216696 0.00213811 0.00217365 0.00226334 0.0023974  0.00256638]
122,[0.4085834  0.38023863 0.35618991 0.33581595 0.31857855 0.30401086],[0.33745933 0.30798412 0.28197974 0.25904269 0.23881638 0.2209843 ],[0.06835773 0.06946045 0.07132576 0.07374843 0.07655825 0.07961527],[0.00276634 0.00279406 0.00288441 0.00302482 0.00320391 0.00341128]
123,[0.36940547 0.34375221 0.3220225  0.30363984 0.28810631 0.27499093],[0.29794814 0.2718471  0.24886403 0.22863002 0.21082034 0.19514771],[0.06879361 0.069344   0.07059944 0.07237002 0.07449899 0.07685813],[0.00266372 0.00256112 0.00255903 0.00263981 0.00278698 0.0029851 ]
124,[0.37308311 0.34717159 0.32515148 0.30645566 0.29059571 0.27715008],[0.30121908 0.27490805 0.25170647 0.23124532 0.21320081 0.19728746],[0.06899454 0.0695241  0.07076726 0.07253724 0.07467962 0.07706769],[0.0028695  0.00273944 0.00267775 0.00267311 0.00271529 0.00279493]
125,[0.40020166 0.37285973 0.34963006 0.32991546 0.31319993 0.29903694],[0.32784736 0.29944444 0.27438126 0.252266   0.23275339 0.21553781],[0.06954419 0.07059921 0.07237118 0.0746656  0.07732184 0.08020825],[0.0028101  0.00281609 0.00287763 0.00298385 0.0031247  0.00329088]
126,[0.39210175 0.36486028 0.34172259 0.32209287 0.30545643 0.29136794],[0.31972874 0.29154509 0.26669116 0.24477712 0.22545897 0.20843187],[0.06978711 0.07072658 0.07238905 0.07457951 0.07713667 0.0799283 ],[0.0025859  0.00258862 0.00264237 0.00273623 0.00286079 0.00300777]
127,[0.40544767 0.37745097 0.35371834 0.33362343 0.31662537 0.30225685],[0.33332489 0.3040461  0.2782582  0.25554687 0.23554698 0.21793558],[0.06983964 0.07105735 0.07299571 0.07545355 0.07826527 0.08129592],[0.00228313 0.00234752 0.00246443 0.00262301 0.00281311 0.00302535]
128,[0.39377525 0.36628816 0.34296476 0.3232027  0.30647869 0.29233774],[0.32196141 0.29353967 0.26849277 0.2464282  0.22699821 0.20989342],[0.06951493 0.07044929 0.0721061  0.07428718 0.07682853 0.07959584],[0.00229891 0.0022992  0.00236589 0.00248732 0.00265194 0.00284848]
129,[0.41672716 0.38759457 0.36289409 0.34199305 0.32433858 0.30944741],[0.34500564 0.31448338 0.28757284 0.26386242 0.24298532 0.22461354],[0.06957354 0.07094078 0.07305401 0.07570313 0.0787137  0.08194254],[0.00214797 0.00217041 0.00226724 0.0024275  0.00263956 0.00289132]
130,[0.40192468 0.37396743 0.35026119 0.33018887 0.31321556 0.29887663],[0.33048254 0.30139466 0.27577512 0.25321572 0.2333566  0.21587892],[0.06951702 0.07068102 0.07255623 0.07494219 0.07767342 0.08061469],[0.00192511 0.00189175 0.00192985 0.00203096 0.00218554 0.00238302]
131,[0.36903732 0.34421206 0.32320938 0.30545675 0.29046085 0.27779615],[0.29722185 0.27141654 0.24873505 0.22880021 0.21128053 0.19588342],[0.0697156  0.07066236 0.0722243  0.07422277 0.07651185 0.07897373],[0.00209987 0.00213316 0.00225003 0.00243377 0.00266847 0.002939  ]
132,[0.33687873 0.31382329 0.2943175  0.27783464 0.26391728 0.2521685 ],[0.26422994 0.24072144 0.22009885 0.20201593 0.18616616 0.17227737],[0.0706983  0.07117204 0.07223516 0.07371922 0.07548607 0.07742398],[0.0019505  0.00192981 0.00198349 0.00209948 0.00226504 0.00246715]
133,[0.34764656 0.32421932 0.30442804 0.28772794 0.27364735 0.2617781 ],[0.27347568 0.24935543 0.22820674 0.2096696  0.19342646 0.1791962 ],[0.07189802 0.07266293 0.07400084 0.07574152 0.07774598 0.07990234],[0.00227286 0.00220096 0.00222046 0.00231682 0.00247491 0.00267956]
134,[0.3016662  0.28134409 0.26417394 0.24967702 0.23744065 0.22710939],[0.22641404 0.20601926 0.18818375 0.17259165 0.15896486 0.14705784],[0.073451   0.07358194 0.07423491 0.07525968 0.07653404 0.07795996],[0.00180116 0.00174289 0.00175528 0.00182569 0.00194175 0.00209158]
135,[0.3865976  0.35998582 0.33751688 0.3185694  0.3026058  0.28916137],[0.30864971 0.28091346 0.25659802 0.23528939 0.21662183 0.20027142],[0.07610265 0.07734454 0.07921714 0.08152753 0.08411851 0.08686378],[0.00184525 0.00172783 0.00170173 0.00175248 0.00186546 0.00202618]
136,[0.36871997 0.34464084 0.32428837 0.30708293 0.29252829 0.28020044],[0.28766295 0.26262716 0.240704   0.22150289 0.20468129 0.18993815],[0.07863029 0.07950254 0.08091666 0.08270364 0.08472804 0.08688296],[0.00242672 0.00251114 0.00266772 0.0028764  0.00311896 0.00337933]
137,[0.33448593 0.31174807 0.29261808 0.27652191 0.26296997 0.25154504],[0.25064079 0.227926   0.20814176 0.19090991 0.17590008 0.16282277],[0.08135858 0.08145711 0.08213139 0.08320752 0.08454658 0.08603926],[0.00248656 0.00236496 0.00234494 0.00240448 0.0025233  0.00268301]
138,[0.34847905 0.32550217 0.30614482 0.28982111 0.276036   0.26437153],[0.26230178 0.23893934 0.21857699 0.20081984 0.18532515 0.17179474],[0.08427066 0.08467073 0.08561236 0.08692678 0.08848057 0.09016979],[0.00190661 0.00189211 0.00195546 0.0020745  0.00223028 0.00240701]
139,[0.36612423 0.34240872 0.3224675  0.30569375 0.29157169 0.27966371],[0.27623824 0.25191343 0.23072869 0.21227394 0.19619214 0.18217167],[0.08724509 0.08785859 0.08900917 0.09052264 0.09226137 0.09411841],[0.00264091 0.00263671 0.00272964 0.00289716 0.00311818 0.00337363]
140,[0.36507648 0.34027462 0.31949846 0.30208129 0.28745996 0.27515977],[0.27323328 0.24805193 0.22621087 0.20726361 0.19082171 0.17654673],[0.08972336 0.09019173 0.09123692 0.09266745 0.09433359 0.09612032],[0.00211985 0.00203097 0.00205067 0.00215023 0.00230466 0.00249272]
141,[0.34763901 0.32487047 0.30581727 0.28983922 0.27640357 0.26506716],[0.25241782 0.22970565 0.21005586 0.19304446 0.17830606 0.1655249 ],[0.09198653 0.09199256 0.09253071 0.09342452 0.09453834 0.0957697 ],[0.00323466 0.00317225 0.00323069 0.00337024 0.00355916 0.00377256]
142,[0.30875609 0.28929319 0.27289095 0.25905406 0.24736119 0.23745455],[0.21261467 0.19373661 0.17736398 0.16316315 0.15084358 0.1401516 ],[0.09376531 0.09334757 0.0933954  0.09376524 0.09434386 0.09504364],[0.00237611 0.00220901 0.00213158 0.00212566 0.00217374 0.00225931]
143,[0.36713972 0.3435767  0.32379828 0.30715653 0.29311502 0.28122913],[0.26836757 0.24449224 0.22380702 0.20586659 0.19028943 0.17674765],[0.0955339  0.09587275 0.096729   0.09792861 0.09933808 0.10085642],[0.00323825 0.0032117  0.00326226 0.00336133 0.00348752 0.00362506]
144,[0.32775649 0.30592949 0.28775266 0.27255822 0.25980313 0.2490437 ],[0.22888555 0.20820287 0.19043249 0.17514046 0.16196114 0.15058404],[0.09588128 0.09480667 0.09433501 0.09427916 0.09449805 0.09488673],[0.00298965 0.00291995 0.00298515 0.0031386  0.00334394 0.00357293]
145,[0.32478702 0.30330714 0.28538671 0.27038637 0.25778306 0.24714742],[0.22632676 0.20575405 0.18805709 0.17281522 0.15967128 0.14832053],[0.09557759 0.09480489 0.09459175 0.0947607  0.09517732 0.09574127],[0.00288267 0.0027482  0.00273786 0.00281046 0.00293447 0.00308562]
146,[0.33312501 0.31164834 0.29368747 0.2786169  0.26592921 0.25520871],[0.23608341 0.2151337  0.19704774 0.18140734 0.16786099 0.15611039],[0.09440015 0.09413196 0.09438755 0.09499829 0.09583625 0.09680527],[0.00264145 0.00238268 0.00225219 0.00221127 0.00223197 0.00229305]
147,[0.33701931 0.31540842 0.29726027 0.28197817 0.26906884 0.25812414],[0.24169344 0.22012093 0.20146308 0.18530505 0.17129304 0.15912425],[0.09312715 0.0932113  0.09376182 0.09462256 0.09567417 0.09682681],[0.00219871 0.00207618 0.00203537 0.00205056 0.00210164 0.00217308]
148,[0.29159014 0.27209754 0.25581606 0.24216178 0.23066069 0.22092646],[0.19752372 0.17951217 0.16404416 0.15073828 0.13927297 0.12937579],[0.09156999 0.09038738 0.08974102 0.08946858 0.08944774 0.08958742],[0.00249643 0.002198   0.00203089 0.00195492 0.00193998 0.00196325]
149,[0.3070597  0.28696424 0.27028801 0.25639901 0.24478233 0.23501791],[0.21423416 0.19480481 0.17817428 0.16391996 0.15168475 0.14116543],[0.09003908 0.0894079  0.08928438 0.0894993  0.08992657 0.09047375],[0.00278646 0.00275152 0.00282935 0.00297975 0.003171   0.00337873]
150,[0.34234617 0.32003347 0.30149678 0.28605699 0.27315215 0.26231879],[0.25177087 0.22864672 0.20877951 0.19169751 0.17699623 0.16432838],[0.08847144 0.08933615 0.09058947 0.09206804 0.09365017 0.09524779],[0.00210386 0.00205061 0.0021278  0.00229144 0.00250575 0.00274261]
151,[0.37741398 0.35293148 0.33270028 0.31593035 0.30196959 0.29028412],[0.28874711 0.26208849 0.23924782 0.21965892 0.20283657 0.18836517],[0.0870735  0.08897218 0.09120684 0.09360202 0.09603076 0.09840489],[0.00159337 0.00187081 0.00224563 0.00266941 0.00310226 0.00351405]
152,[0.38377508 0.3589196  0.33825192 0.3210262  0.30662678 0.29454659],[0.29557597 0.26833462 0.24488699 0.22467842 0.20723645 0.19215809],[0.08616541 0.08855632 0.09126817 0.09413522 0.09703513 0.0998802 ],[0.0020337  0.00202865 0.00209675 0.00221256 0.0023552  0.0025083 ]
153,[0.33252161 0.30888891 0.28947023 0.27345491 0.26018654 0.24913384],[0.24586573 0.22186168 0.20139943 0.18393547 0.16900977 0.1562313 ],[0.08480525 0.08530876 0.08633301 0.0876707  0.08917072 0.09072587],[0.00185063 0.00171848 0.00173778 0.00184874 0.00200605 0.00217667]
154,[0.31345938 0.29211176 0.27446121 0.25982646 0.24764698 0.23746259],[0.22679673 0.20522647 0.18681792 0.17109176 0.15764071 0.14611792],[0.08465735 0.0849662  0.08570599 0.08670799 0.08784734 0.08903412],[0.00200529 0.00191908 0.0019373  0.0020267  0.00215893 0.00231055]
155,[0.33849878 0.31575217 0.2970206  0.28155579 0.26874143 0.25807131],[0.25270777 0.22859623 0.20800374 0.19039954 0.17533234 0.162417  ],[0.08468534 0.08613939 0.08795361 0.08995307 0.09201046 0.09403654],[0.00110566 0.00101654 0.00106325 0.00120318 0.00139863 0.00161778]
156,[0.3303265  0.30879073 0.29103592 0.2763314  0.264084   0.25381596],[0.24335168 0.22063899 0.20129025 0.18477973 0.17066239 0.15856138],[0.08481209 0.08602075 0.08753273 0.08919308 0.09089281 0.09255863],[0.00216273 0.00213099 0.00221293 0.00235858 0.0025288  0.00269595]
157,[0.36299217 0.33893603 0.31915336 0.3028254  0.28928687 0.27799821],[0.27564269 0.24960107 0.22739482 0.2084303  0.19220619 0.1782979 ],[0.08542096 0.0873864  0.08966876 0.09209233 0.0945324  0.09690385],[0.00192851 0.00194856 0.00208977 0.00230277 0.00254829 0.00279646]
158,[0.29707693 0.27607475 0.25894389 0.24488288 0.23326216 0.2235864 ],[0.20902472 0.1884161  0.17108999 0.15648083 0.14412508 0.13364106],[0.0862085  0.08576108 0.08582035 0.08619426 0.08674733 0.08738593],[0.00184372 0.00189758 0.00203356 0.00220779 0.00238974 0.00255941]
159,[0.29134008 0.27077444 0.25398402 0.2401892  0.22877972 0.21927586],[0.20182113 0.1819082  0.16513526 0.15097165 0.1389794  0.12879592],[0.08746262 0.08697967 0.08700022 0.08733333 0.08784462 0.08844116],[0.00205632 0.00188657 0.00184854 0.00188423 0.0019557  0.00203878]
160,[0.30781485 0.28691075 0.26983168 0.2557988  0.24419847 0.23454637],[0.21684655 0.19564096 0.17774242 0.16259701 0.1497471  0.13881367],[0.08882567 0.08936081 0.0902852  0.0914245  0.09265654 0.09389796],[0.00214262 0.00190898 0.00180406 0.0017773  0.00179483 0.00183474]
161,[0.30565523 0.28484996 0.26802551 0.25434067 0.24312716 0.23385883],[0.21423694 0.19334995 0.17585742 0.16117706 0.14882485 0.13839841],[0.08959246 0.08977363 0.09037183 0.09119697 0.0921187  0.09305149],[0.00182583 0.00172639 0.00179626 0.00196663 0.00218361 0.00240893]
