,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f,inner_loss_pre_adapt,inner_loss_i_pre_adapt,inner_loss_b_pre_adapt,inner_loss_f_pre_adapt
34,[0.70880378 0.16220345 0.06911526 0.12024645 0.0091378  0.00688723],[0.01904372 0.06444209 0.01567786 0.00806682 0.00488329 0.00338603],[0.00347693 0.02583434 0.02445198 0.00734979 0.0029949  0.00261425],[0.68628312 0.07192703 0.02898542 0.10482985 0.00125962 0.00088695],[0.70880378 0.16220345 0.06911526 0.12024645 0.0091378  0.00688723],[0.01904372 0.06444209 0.01567786 0.00806682 0.00488329 0.00338603],[0.00347693 0.02583434 0.02445198 0.00734979 0.0029949  0.00261425],[0.68628312 0.07192703 0.02898542 0.10482985 0.00125962 0.00088695]
35,"[1.04311955e+02 1.62077520e+03 3.14334304e+03 3.58273702e+02
 9.21916845e+00 2.60529380e-01]","[2.10338880e-02 8.09889128e+02 1.57194584e+03 1.78367420e+02
 4.48113956e+00 1.11139640e-01]","[3.98538834e-03 8.10873581e+02 1.57135168e+03 1.79883895e+02
 4.73680110e+00 1.48499892e-01]","[1.04286935e+02 1.24920872e-02 4.56755357e-02 2.24011079e-02
 1.22809275e-03 8.89845150e-04]","[1.04311955e+02 1.62077520e+03 3.14334304e+03 3.58273702e+02
 9.21916845e+00 2.60529380e-01]","[2.10338880e-02 8.09889128e+02 1.57194584e+03 1.78367420e+02
 4.48113956e+00 1.11139640e-01]","[3.98538834e-03 8.10873581e+02 1.57135168e+03 1.79883895e+02
 4.73680110e+00 1.48499892e-01]","[1.04286935e+02 1.24920872e-02 4.56755357e-02 2.24011079e-02
 1.22809275e-03 8.89845150e-04]"
36,"[5.99543322e+01 1.25947815e+01 1.03720581e+03 2.34989187e+00
 2.74288845e+00 2.50879247e-01]","[1.71533367e-02 6.47063830e+00 5.16474446e+02 1.20618238e+00
 1.37410635e+00 1.32040650e-01]","[4.61886253e-03 6.10929495e+00 5.20727533e+02 1.14019461e+00
 1.36428552e+00 1.16155066e-01]","[5.99325597e+01 1.48489334e-02 3.86509731e-03 3.51491197e-03
 4.49665962e-03 2.68354017e-03]","[5.99543322e+01 1.25947815e+01 1.03720581e+03 2.34989187e+00
 2.74288845e+00 2.50879247e-01]","[1.71533367e-02 6.47063830e+00 5.16474446e+02 1.20618238e+00
 1.37410635e+00 1.32040650e-01]","[4.61886253e-03 6.10929495e+00 5.20727533e+02 1.14019461e+00
 1.36428552e+00 1.16155066e-01]","[5.99325597e+01 1.48489334e-02 3.86509731e-03 3.51491197e-03
 4.49665962e-03 2.68354017e-03]"
37,"[1.00493809e+01 1.70754976e+01 9.34399836e+00 9.64997923e-01
 3.75484497e-02 1.64748473e-02]",[0.01844375 8.51451025 4.62943336 0.49304802 0.02152048 0.00880888],"[5.23047562e-03 8.55042190e+00 4.71056559e+00 4.69362492e-01
 1.42871197e-02 6.35168985e-03]","[1.00257065e+01 1.05651603e-02 3.99949583e-03 2.58737757e-03
 1.74084572e-03 1.31427248e-03]","[1.00493809e+01 1.70754976e+01 9.34399836e+00 9.64997923e-01
 3.75484497e-02 1.64748473e-02]",[0.01844375 8.51451025 4.62943336 0.49304802 0.02152048 0.00880888],"[5.23047562e-03 8.55042190e+00 4.71056559e+00 4.69362492e-01
 1.42871197e-02 6.35168985e-03]","[1.00257065e+01 1.05651603e-02 3.99949583e-03 2.58737757e-03
 1.74084572e-03 1.31427248e-03]"
38,[2.7777233  0.14662423 4.60399923 0.86500242 1.06873344 0.1287554 ],[0.02051716 0.08139541 2.23389669 0.4617444  0.56668653 0.05267285],[0.00588454 0.0523127  2.3665386  0.40135332 0.50038513 0.07424382],"[2.75132149e+00 1.29161228e-02 3.56379149e-03 1.90470504e-03
 1.66174874e-03 1.83872427e-03]",[2.7777233  0.14662423 4.60399923 0.86500242 1.06873344 0.1287554 ],[0.02051716 0.08139541 2.23389669 0.4617444  0.56668653 0.05267285],[0.00588454 0.0523127  2.3665386  0.40135332 0.50038513 0.07424382],"[2.75132149e+00 1.29161228e-02 3.56379149e-03 1.90470504e-03
 1.66174874e-03 1.83872427e-03]"
39,[0.7977453  0.91430798 0.0676495  0.02429376 0.02687562 0.02022452],[0.02136742 0.44212816 0.01521214 0.01661098 0.01746939 0.01316947],[0.00639676 0.45025653 0.00319105 0.00597384 0.00835329 0.00626993],[0.76998113 0.02192332 0.04924631 0.00170894 0.00105294 0.00078512],[0.7977453  0.91430798 0.0676495  0.02429376 0.02687562 0.02022452],[0.02136742 0.44212816 0.01521214 0.01661098 0.01746939 0.01316947],[0.00639676 0.45025653 0.00319105 0.00597384 0.00835329 0.00626993],[0.76998113 0.02192332 0.04924631 0.00170894 0.00105294 0.00078512]
40,[ 5.67870813 10.75363847 14.30241534  0.01772029  0.28771527  1.10087494],[0.02276642 5.36054848 7.41106314 0.01245887 0.1075441  0.6224133 ],"[6.97553291e-03 5.37098524e+00 6.88753654e+00 3.40526328e-03
 1.79107591e-01 4.77777503e-01]","[5.64896606e+00 2.21045716e-02 3.81565553e-03 1.85616272e-03
 1.06356804e-03 6.84133958e-04]",[ 5.67870813 10.75363847 14.30241534  0.01772029  0.28771527  1.10087494],[0.02276642 5.36054848 7.41106314 0.01245887 0.1075441  0.6224133 ],"[6.97553291e-03 5.37098524e+00 6.88753654e+00 3.40526328e-03
 1.79107591e-01 4.77777503e-01]","[5.64896606e+00 2.21045716e-02 3.81565553e-03 1.85616272e-03
 1.06356804e-03 6.84133958e-04]"
41,[1.33184738 0.78131435 0.57160483 0.04858956 0.03005453 0.0229662 ],[0.02545785 0.44396527 0.2967407  0.036333   0.02208684 0.01584681],[0.00753021 0.32410996 0.26650198 0.00791947 0.0039657  0.00356486],[1.29885933 0.01323912 0.00836217 0.00433708 0.004002   0.00355453],[1.33184738 0.78131435 0.57160483 0.04858956 0.03005453 0.0229662 ],[0.02545785 0.44396527 0.2967407  0.036333   0.02208684 0.01584681],[0.00753021 0.32410996 0.26650198 0.00791947 0.0039657  0.00356486],[1.29885933 0.01323912 0.00836217 0.00433708 0.004002   0.00355453]
42,[4.21881037 2.28974624 2.33793106 0.09928836 0.02835883 0.02200662],[0.02284032 1.03893043 1.24499953 0.06234505 0.01457058 0.00922423],[0.00789872 1.1946777  1.08728323 0.03417193 0.01199656 0.01150691],"[4.18807129e+00 5.61380641e-02 5.64829740e-03 2.77138250e-03
 1.79168647e-03 1.27548401e-03]",[4.21881037 2.28974624 2.33793106 0.09928836 0.02835883 0.02200662],[0.02284032 1.03893043 1.24499953 0.06234505 0.01457058 0.00922423],[0.00789872 1.1946777  1.08728323 0.03417193 0.01199656 0.01150691],"[4.18807129e+00 5.61380641e-02 5.64829740e-03 2.77138250e-03
 1.79168647e-03 1.27548401e-03]"
43,"[3.41632323e+01 8.05252802e+01 2.52137323e+02 9.90506315e+00
 2.55590706e-01 2.24872403e-02]","[2.63326502e-02 4.05126945e+01 1.25654286e+02 4.88781064e+00
 1.23949589e-01 1.54439888e-02]","[8.34828947e-03 3.99842667e+01 1.26472332e+02 5.01247500e+00
 1.29663503e-01 5.97572006e-03]","[3.41285519e+01 2.83189925e-02 1.06956228e-02 4.77719937e-03
 1.97761882e-03 1.06753169e-03]","[3.41632323e+01 8.05252802e+01 2.52137323e+02 9.90506315e+00
 2.55590706e-01 2.24872403e-02]","[2.63326502e-02 4.05126945e+01 1.25654286e+02 4.88781064e+00
 1.23949589e-01 1.54439888e-02]","[8.34828947e-03 3.99842667e+01 1.26472332e+02 5.01247500e+00
 1.29663503e-01 5.97572006e-03]","[3.41285519e+01 2.83189925e-02 1.06956228e-02 4.77719937e-03
 1.97761882e-03 1.06753169e-03]"
44,"[1.07898593e+01 3.55222760e+01 1.07658566e+02 6.92886732e-01
 4.61915189e-02 1.98843565e-02]","[2.64724823e-02 1.80793780e+01 5.31097404e+01 4.18354427e-01
 3.89477485e-02 1.48782618e-02]","[8.65863716e-03 1.72338486e+01 5.45113767e+01 2.71711652e-01
 5.23736648e-03 3.31848481e-03]","[1.07547284e+01 2.09048184e-01 3.74488597e-02 2.82064960e-03
 2.00640505e-03 1.68760958e-03]","[1.07898593e+01 3.55222760e+01 1.07658566e+02 6.92886732e-01
 4.61915189e-02 1.98843565e-02]","[2.64724823e-02 1.80793780e+01 5.31097404e+01 4.18354427e-01
 3.89477485e-02 1.48782618e-02]","[8.65863716e-03 1.72338486e+01 5.45113767e+01 2.71711652e-01
 5.23736648e-03 3.31848481e-03]","[1.07547284e+01 2.09048184e-01 3.74488597e-02 2.82064960e-03
 2.00640505e-03 1.68760958e-03]"
45,"[8.62660126e+00 1.57821546e+00 4.32560883e+02 1.21717349e+01
 3.49805929e-01 4.00922341e-02]","[2.58955834e-02 6.17026997e-01 2.16914740e+02 6.33902535e+00
 2.17361888e-01 3.06520017e-02]","[9.04456202e-03 5.99028317e-01 2.13994682e+02 5.83052225e+00
 1.31060846e-01 8.46935858e-03]","[8.59166105e+00 3.62160118e-01 1.65146031e+00 2.18731389e-03
 1.38318739e-03 9.70874448e-04]","[8.62660126e+00 1.57821546e+00 4.32560883e+02 1.21717349e+01
 3.49805929e-01 4.00922341e-02]","[2.58955834e-02 6.17026997e-01 2.16914740e+02 6.33902535e+00
 2.17361888e-01 3.06520017e-02]","[9.04456202e-03 5.99028317e-01 2.13994682e+02 5.83052225e+00
 1.31060846e-01 8.46935858e-03]","[8.59166105e+00 3.62160118e-01 1.65146031e+00 2.18731389e-03
 1.38318739e-03 9.70874448e-04]"
46,"[1.60929715e+01 1.65735812e+01 5.51610974e+02 3.79427121e+01
 1.51657217e+00 2.27250302e-01]","[2.60717029e-02 8.36525007e+00 2.82877309e+02 1.90892366e+01
 9.40311536e-01 2.06221277e-01]","[9.30420809e-03 8.01648129e+00 2.68730178e+02 1.88515147e+01
 5.74953813e-01 2.00219540e-02]","[1.60575960e+01 1.91849800e-01 3.46770071e-03 1.96024172e-03
 1.30683387e-03 1.00708054e-03]","[1.60929715e+01 1.65735812e+01 5.51610974e+02 3.79427121e+01
 1.51657217e+00 2.27250302e-01]","[2.60717029e-02 8.36525007e+00 2.82877309e+02 1.90892366e+01
 9.40311536e-01 2.06221277e-01]","[9.30420809e-03 8.01648129e+00 2.68730178e+02 1.88515147e+01
 5.74953813e-01 2.00219540e-02]","[1.60575960e+01 1.91849800e-01 3.46770071e-03 1.96024172e-03
 1.30683387e-03 1.00708054e-03]"
47,"[ 59.06277135  53.12532931 344.1556207   15.85887137   2.64127234
   0.67417729]","[2.67813961e-02 2.65721429e+01 1.71610263e+02 7.80350727e+00
 1.48883497e+00 3.06965524e-01]","[9.76110707e-03 2.64926990e+01 1.72541981e+02 8.05344501e+00
 1.15115934e+00 3.66286920e-01]","[5.90262290e+01 6.04866959e-02 3.36865604e-03 1.91974497e-03
 1.27794852e-03 9.24845271e-04]","[ 59.06277135  53.12532931 344.1556207   15.85887137   2.64127234
   0.67417729]","[2.67813961e-02 2.65721429e+01 1.71610263e+02 7.80350727e+00
 1.48883497e+00 3.06965524e-01]","[9.76110707e-03 2.64926990e+01 1.72541981e+02 8.05344501e+00
 1.15115934e+00 3.66286920e-01]","[5.90262290e+01 6.04866959e-02 3.36865604e-03 1.91974497e-03
 1.27794852e-03 9.24845271e-04]"
48,[12.10371333 11.92897162 54.9851403   1.50612981  1.41839285  0.80796087],[ 0.02747357  5.91138963 27.43706264  0.74396332  0.78082528  0.35169768],"[9.99684453e-03 5.97512124e+00 2.75429416e+01 7.59434748e-01
 6.35786596e-01 4.54936875e-01]","[1.20662426e+01 4.24601437e-02 5.13370632e-03 2.73165652e-03
 1.78104659e-03 1.32635370e-03]",[12.10371333 11.92897162 54.9851403   1.50612981  1.41839285  0.80796087],[ 0.02747357  5.91138963 27.43706264  0.74396332  0.78082528  0.35169768],"[9.99684453e-03 5.97512124e+00 2.75429416e+01 7.59434748e-01
 6.35786596e-01 4.54936875e-01]","[1.20662426e+01 4.24601437e-02 5.13370632e-03 2.73165652e-03
 1.78104659e-03 1.32635370e-03]"
49,[5.86298265 9.85707028 3.97367994 1.38493311 0.07912263 0.02952368],[0.02937833 5.28113042 1.91597353 0.5981181  0.04993566 0.01329742],[0.01073303 4.55493641 2.02265584 0.78270659 0.02594425 0.01471964],"[5.82287116e+00 2.10034466e-02 3.50505661e-02 4.10839564e-03
 3.24271722e-03 1.50662128e-03]",[5.86298265 9.85707028 3.97367994 1.38493311 0.07912263 0.02952368],[0.02937833 5.28113042 1.91597353 0.5981181  0.04993566 0.01329742],[0.01073303 4.55493641 2.02265584 0.78270659 0.02594425 0.01471964],"[5.82287116e+00 2.10034466e-02 3.50505661e-02 4.10839564e-03
 3.24271722e-03 1.50662128e-03]"
50,[ 5.52390307  5.05965605 38.03071078 35.06805561  2.16779076  0.0688995 ],[ 0.02871507  4.3536569  18.59019827 17.93816206  0.98484931  0.018839  ],"[1.13830956e-02 6.90381740e-01 1.94269550e+01 1.71260581e+01
 1.18088322e+00 4.85103921e-02]","[5.48380496e+00 1.56173281e-02 1.35575469e-02 3.83420312e-03
 2.05822659e-03 1.55010813e-03]",[ 5.52390307  5.05965605 38.03071078 35.06805561  2.16779076  0.0688995 ],[ 0.02871507  4.3536569  18.59019827 17.93816206  0.98484931  0.018839  ],"[1.13830956e-02 6.90381740e-01 1.94269550e+01 1.71260581e+01
 1.18088322e+00 4.85103921e-02]","[5.48380496e+00 1.56173281e-02 1.35575469e-02 3.83420312e-03
 2.05822659e-03 1.55010813e-03]"
51,"[1.83974502e+01 7.48713048e+01 3.32403374e+02 1.29848828e+01
 1.81982362e-02 1.00296269e+00]","[3.00306608e-02 3.76984408e+01 1.65821484e+02 6.51519505e+00
 9.89833397e-03 4.97062413e-01]","[1.19122915e-02 3.70143514e+01 1.66577566e+02 6.46727045e+00
 6.70308130e-03 5.04743867e-01]","[1.83555078e+01 1.58511974e-01 4.31564845e-03 2.41669708e-03
 1.59682101e-03 1.15640816e-03]","[1.83974502e+01 7.48713048e+01 3.32403374e+02 1.29848828e+01
 1.81982362e-02 1.00296269e+00]","[3.00306608e-02 3.76984408e+01 1.65821484e+02 6.51519505e+00
 9.89833397e-03 4.97062413e-01]","[1.19122915e-02 3.70143514e+01 1.66577566e+02 6.46727045e+00
 6.70308130e-03 5.04743867e-01]","[1.83555078e+01 1.58511974e-01 4.31564845e-03 2.41669708e-03
 1.59682101e-03 1.15640816e-03]"
52,"[ 13.08901746   2.11831007 200.22003884   4.99287639   3.81424614
  34.53476544]","[3.20893567e-02 9.49434301e-01 1.01100691e+02 2.62082478e+00
 1.77542545e+00 1.76778666e+01]","[1.24215357e-02 1.14807549e+00 9.90292932e+01 2.34832883e+00
 2.03375113e+00 1.68545446e+01]","[1.30445069e+01 2.08001993e-02 9.00550408e-02 2.37226251e-02
 5.06955320e-03 2.35309336e-03]","[ 13.08901746   2.11831007 200.22003884   4.99287639   3.81424614
  34.53476544]","[3.20893567e-02 9.49434301e-01 1.01100691e+02 2.62082478e+00
 1.77542545e+00 1.76778666e+01]","[1.24215357e-02 1.14807549e+00 9.90292932e+01 2.34832883e+00
 2.03375113e+00 1.68545446e+01]","[1.30445069e+01 2.08001993e-02 9.00550408e-02 2.37226251e-02
 5.06955320e-03 2.35309336e-03]"
53,"[6.28582354e+00 1.62937510e+00 4.02669831e+01 1.45668326e+00
 3.77546588e-02 1.87753999e-02]","[3.47907842e-02 7.33498744e-01 2.05465327e+01 6.46879353e-01
 1.63995113e-02 6.77982710e-03]","[1.29954864e-02 8.83160331e-01 1.97145138e+01 8.04783438e-01
 1.80656269e-02 1.06792522e-02]","[6.23803750e+00 1.27159470e-02 5.93660106e-03 5.02050801e-03
 3.28951990e-03 1.31632101e-03]","[6.28582354e+00 1.62937510e+00 4.02669831e+01 1.45668326e+00
 3.77546588e-02 1.87753999e-02]","[3.47907842e-02 7.33498744e-01 2.05465327e+01 6.46879353e-01
 1.63995113e-02 6.77982710e-03]","[1.29954864e-02 8.83160331e-01 1.97145138e+01 8.04783438e-01
 1.80656269e-02 1.06792522e-02]","[6.23803750e+00 1.27159470e-02 5.93660106e-03 5.02050801e-03
 3.28951990e-03 1.31632101e-03]"
54,[0.43948838 0.55017412 0.67903807 0.10020847 0.03313212 0.01406173],[0.03185707 0.24237497 0.38919714 0.0351963  0.02684759 0.01022361],[0.01346418 0.29388351 0.2762701  0.06237145 0.00497554 0.00295257],[0.39416713 0.01391563 0.01357084 0.00264073 0.00130898 0.00088555],[0.43948838 0.55017412 0.67903807 0.10020847 0.03313212 0.01406173],[0.03185707 0.24237497 0.38919714 0.0351963  0.02684759 0.01022361],[0.01346418 0.29388351 0.2762701  0.06237145 0.00497554 0.00295257],[0.39416713 0.01391563 0.01357084 0.00264073 0.00130898 0.00088555]
55,[1.365616   1.97048998 0.53271068 0.27305562 0.17973256 0.03607471],[0.03930236 1.05872442 0.22732234 0.05304147 0.0435815  0.01716137],[0.01431742 0.82405678 0.29602214 0.0327423  0.07309889 0.01745744],[1.31199624 0.0877087  0.00936618 0.18727186 0.06305218 0.00145589],[1.365616   1.97048998 0.53271068 0.27305562 0.17973256 0.03607471],[0.03930236 1.05872442 0.22732234 0.05304147 0.0435815  0.01716137],[0.01431742 0.82405678 0.29602214 0.0327423  0.07309889 0.01745744],[1.31199624 0.0877087  0.00936618 0.18727186 0.06305218 0.00145589]
56,"[1.92631664e+01 3.23255184e-01 9.97964038e+01 7.68758950e+02
 4.32393493e+00 3.33823140e+01]","[3.88027904e-02 1.48293427e-01 4.97878869e+01 3.84249938e+02
 2.15033048e+00 1.67163680e+01]","[1.51194736e-02 1.53431232e-01 4.98512828e+01 3.84505926e+02
 2.17151443e+00 1.66644024e+01]","[1.92092438e+01 2.15305135e-02 1.57234082e-01 3.08610266e-03
 2.08987250e-03 1.54239765e-03]","[1.92631664e+01 3.23255184e-01 9.97964038e+01 7.68758950e+02
 4.32393493e+00 3.33823140e+01]","[3.88027904e-02 1.48293427e-01 4.97878869e+01 3.84249938e+02
 2.15033048e+00 1.67163680e+01]","[1.51194736e-02 1.53431232e-01 4.98512828e+01 3.84505926e+02
 2.17151443e+00 1.66644024e+01]","[1.92092438e+01 2.15305135e-02 1.57234082e-01 3.08610266e-03
 2.08987250e-03 1.54239765e-03]"
57,[0.38101431 0.32947422 0.09158619 0.03050706 0.01959788 0.02747203],[0.03825038 0.1704408  0.02070611 0.01862975 0.00932502 0.00779474],[0.01574731 0.12060883 0.03112704 0.00558223 0.00590051 0.00369205],[0.32701662 0.0384246  0.03975304 0.00629508 0.00437236 0.01598524],[0.38101431 0.32947422 0.09158619 0.03050706 0.01959788 0.02747203],[0.03825038 0.1704408  0.02070611 0.01862975 0.00932502 0.00779474],[0.01574731 0.12060883 0.03112704 0.00558223 0.00590051 0.00369205],[0.32701662 0.0384246  0.03975304 0.00629508 0.00437236 0.01598524]
58,"[4.72647007e+00 5.33509869e+00 2.41124601e+01 1.13603707e+00
 4.96415548e-02 1.87434173e-02]","[4.10154780e-02 2.83771882e+00 1.17386538e+01 5.01765108e-01
 1.56160091e-02 8.70984468e-03]","[1.63722712e-02 2.48757439e+00 1.23695193e+01 6.32019062e-01
 3.26925934e-02 9.13380467e-03]","[4.66908248e+00 9.80547803e-03 4.28580573e-03 2.25285919e-03
 1.33295111e-03 8.99767612e-04]","[4.72647007e+00 5.33509869e+00 2.41124601e+01 1.13603707e+00
 4.96415548e-02 1.87434173e-02]","[4.10154780e-02 2.83771882e+00 1.17386538e+01 5.01765108e-01
 1.56160091e-02 8.70984468e-03]","[1.63722712e-02 2.48757439e+00 1.23695193e+01 6.32019062e-01
 3.26925934e-02 9.13380467e-03]","[4.66908248e+00 9.80547803e-03 4.28580573e-03 2.25285919e-03
 1.33295111e-03 8.99767612e-04]"
59,[0.34830997 0.064696   0.03015133 0.02004657 0.01504582 0.01206398],[0.04394534 0.03099978 0.01748284 0.01181636 0.00875993 0.00670458],[0.01686523 0.01470545 0.00645417 0.00476307 0.00403895 0.00365383],[0.28749939 0.01899078 0.00621432 0.00346714 0.00224694 0.00170557],[0.34830997 0.064696   0.03015133 0.02004657 0.01504582 0.01206398],[0.04394534 0.03099978 0.01748284 0.01181636 0.00875993 0.00670458],[0.01686523 0.01470545 0.00645417 0.00476307 0.00403895 0.00365383],[0.28749939 0.01899078 0.00621432 0.00346714 0.00224694 0.00170557]
60,[0.41319439 0.06726286 0.0304796  0.01978611 0.01409546 0.01057685],[0.04436421 0.03548636 0.01670047 0.01095708 0.00764913 0.00555092],[0.01746734 0.0145756  0.00751904 0.00555824 0.00444741 0.00367176],[0.35136284 0.0172009  0.00626009 0.00327079 0.00199891 0.00135416],[0.41319439 0.06726286 0.0304796  0.01978611 0.01409546 0.01057685],[0.04436421 0.03548636 0.01670047 0.01095708 0.00764913 0.00555092],[0.01746734 0.0145756  0.00751904 0.00555824 0.00444741 0.00367176],[0.35136284 0.0172009  0.00626009 0.00327079 0.00199891 0.00135416]
61,[18.00681123  6.64427427 75.21120497 22.53575999  5.05810902  0.14885034],[ 0.04430829  4.5055739  41.54322242 11.29533535  2.53924985  0.07746146],"[1.79044271e-02 2.10940980e+00 3.36603285e+01 1.12328443e+01
 2.51669864e+00 6.99074000e-02]","[1.79445988e+01 2.92906229e-02 7.65403700e-03 7.58036800e-03
 2.16052859e-03 1.48147482e-03]",[18.00681123  6.64427427 75.21120497 22.53575999  5.05810902  0.14885034],[ 0.04430829  4.5055739  41.54322242 11.29533535  2.53924985  0.07746146],"[1.79044271e-02 2.10940980e+00 3.36603285e+01 1.12328443e+01
 2.51669864e+00 6.99074000e-02]","[1.79445988e+01 2.92906229e-02 7.65403700e-03 7.58036800e-03
 2.16052859e-03 1.48147482e-03]"
62,[ 7.81228422  1.18171977 12.58355375 44.56393359  1.9050127   1.7525438 ],[ 0.0420278   0.2491486   4.73548282 22.49837418  0.74795569  0.56258835],"[1.83950141e-02 2.08264498e-01 7.80639728e+00 2.20592155e+01
 1.15349923e+00 1.18796365e+00]","[7.75186138e+00 7.24306699e-01 4.16737220e-02 6.34387794e-03
 3.55781217e-03 1.99180268e-03]",[ 7.81228422  1.18171977 12.58355375 44.56393359  1.9050127   1.7525438 ],[ 0.0420278   0.2491486   4.73548282 22.49837418  0.74795569  0.56258835],"[1.83950141e-02 2.08264498e-01 7.80639728e+00 2.20592155e+01
 1.15349923e+00 1.18796365e+00]","[7.75186138e+00 7.24306699e-01 4.16737220e-02 6.34387794e-03
 3.55781217e-03 1.99180268e-03]"
63,[1.78147918 1.30526123 2.84339517 0.17494626 0.03947531 0.02566798],[0.04362474 0.65764359 1.3134669  0.0904956  0.0193534  0.01486264],[0.018747   0.53498656 1.52493713 0.08142995 0.0180641  0.0092983 ],"[1.71910745e+00 1.12631067e-01 4.99114621e-03 3.02070302e-03
 2.05781269e-03 1.50704514e-03]",[1.78147918 1.30526123 2.84339517 0.17494626 0.03947531 0.02566798],[0.04362474 0.65764359 1.3134669  0.0904956  0.0193534  0.01486264],[0.018747   0.53498656 1.52493713 0.08142995 0.0180641  0.0092983 ],"[1.71910745e+00 1.12631067e-01 4.99114621e-03 3.02070302e-03
 2.05781269e-03 1.50704514e-03]"
64,[4.51947948 0.69804349 9.84325655 0.08510322 0.36459219 0.2500499 ],[0.04591481 0.34273821 5.13160308 0.04337309 0.21647987 0.09770128],[0.01945637 0.31290595 4.70340153 0.0330488  0.13370634 0.14958685],"[4.45410825e+00 4.23993363e-02 8.25193666e-03 8.68132811e-03
 1.44059817e-02 2.76177977e-03]",[4.51947948 0.69804349 9.84325655 0.08510322 0.36459219 0.2500499 ],[0.04591481 0.34273821 5.13160308 0.04337309 0.21647987 0.09770128],[0.01945637 0.31290595 4.70340153 0.0330488  0.13370634 0.14958685],"[4.45410825e+00 4.23993363e-02 8.25193666e-03 8.68132811e-03
 1.44059817e-02 2.76177977e-03]"
65,"[7.61406677e+00 2.06346934e+01 5.27890323e+01 1.36894446e+00
 5.55018757e-02 1.77355661e-02]","[4.99653231e-02 1.05776294e+01 2.59898703e+01 6.21595968e-01
 1.82298165e-02 7.33875383e-03]","[1.99197446e-02 1.00416711e+01 2.67903027e+01 7.42876230e-01
 3.41013703e-02 7.94981877e-03]","[7.54418152e+00 1.53922516e-02 8.85917119e-03 4.47229809e-03
 3.17068814e-03 2.44699386e-03]","[7.61406677e+00 2.06346934e+01 5.27890323e+01 1.36894446e+00
 5.55018757e-02 1.77355661e-02]","[4.99653231e-02 1.05776294e+01 2.59898703e+01 6.21595968e-01
 1.82298165e-02 7.33875383e-03]","[1.99197446e-02 1.00416711e+01 2.67903027e+01 7.42876230e-01
 3.41013703e-02 7.94981877e-03]","[7.54418152e+00 1.53922516e-02 8.85917119e-03 4.47229809e-03
 3.17068814e-03 2.44699386e-03]"
66,[3.32508173 0.2014668  2.38586642 0.82697625 0.02987011 0.0207624 ],[0.05038804 0.08757183 1.26433324 0.3681857  0.02160557 0.01258221],[0.02061016 0.04395656 1.06849739 0.44358375 0.00527791 0.00606759],"[3.25408368e+00 6.99384050e-02 5.30357678e-02 1.52067595e-02
 2.98662578e-03 2.11260278e-03]",[3.32508173 0.2014668  2.38586642 0.82697625 0.02987011 0.0207624 ],[0.05038804 0.08757183 1.26433324 0.3681857  0.02160557 0.01258221],[0.02061016 0.04395656 1.06849739 0.44358375 0.00527791 0.00606759],"[3.25408368e+00 6.99384050e-02 5.30357678e-02 1.52067595e-02
 2.98662578e-03 2.11260278e-03]"
